Buyer_ID,Age,Gender,Annual_Income_USD,City_Type,Daily_Commute_km,Number_of_Cars_Owned,Current_Car_Type,Charging_Stations_Near_Home,Charging_Stations_Near_Work,Home_Charging_Possible,Environmental_Concern_Level,Subsidy_Available,Range_Anxiety_Level,Will_Buy_EV
EV04796,44,Female,73356.0,Suburban,35.0,1,Sedan,5,9,No,3.0,Yes,Low,No
EV04797,42,Male,87755.0,Rural,21.2,3,Sedan,2,3,Yes,1.0,Yes,Low,No
EV04798,48,Male,30000.0,Suburban,5.0,2,Sedan,2,9,Yes,5.0,Yes,Low,No
EV04799,30,Male,92288.0,Suburban,38.9,1,SUV,4,7,Yes,1.0,No,Low,No
EV04800,58,Male,84173.0,Urban,39.3,1,SUV,7,5,Yes,4.0,Yes,Low,No
EV04801,46,Male,79548.0,Urban,5.4,2,Hatchback,11,13,Yes,,Yes,Low,Yes
EV04802,41,Female,75771.0,Suburban,7.0,1,Sedan,4,6,Yes,5.0,No,Low,No
EV04803,50,Male,51978.0,Urban,5.0,3,Truck,10,6,Yes,2.0,Yes,Low,Yes
EV04804,44,Female,139077.0,Urban,72.8,2,SUV,10,3,No,3.0,Yes,Low,Yes
EV04805,66,Female,124119.0,Urban,49.4,3,Sedan,2,17,Yes,1.0,Yes,Low,No
EV04806,39,Male,37132.0,Suburban,20.1,1,Hatchback,5,2,Yes,2.0,Yes,Low,No
EV04807,51,Other,134900.0,Suburban,58.1,1,Hatchback,3,8,Yes,4.0,No,Low,No
EV04808,30,Male,83827.0,Suburban,48.0,1,Sedan,0,4,Yes,4.0,Yes,Low,No
EV04809,48,Male,132305.0,Suburban,64.7,1,Hatchback,0,9,No,5.0,Yes,Medium,Yes
EV04810,69,Male,102300.0,Suburban,75.9,2,Sedan,4,4,Yes,4.0,Yes,Low,Yes
EV04811,58,Male,92265.0,Urban,33.0,4,SUV,6,15,No,2.0,Yes,Low,No
EV04812,53,Other,131789.0,Urban,34.7,3,Hatchback,10,5,No,5.0,Yes,Low,Yes
EV04813,33,Male,91569.0,Urban,18.6,2,SUV,6,10,Yes,4.0,No,Low,No
EV04814,34,Female,104447.0,Suburban,77.4,2,Sedan,5,4,Yes,2.0,Yes,Low,No
EV04815,44,Male,63516.0,Urban,55.1,1,SUV,8,13,Yes,1.0,No,Low,No
EV04816,40,Female,51776.0,Urban,59.3,1,SUV,10,16,No,4.0,Yes,Medium,No
EV04817,28,Female,71025.0,Urban,52.5,3,SUV,2,14,No,5.0,Yes,Low,No
EV04818,49,Female,74034.0,Suburban,31.5,2,Sedan,4,5,Yes,4.0,No,Low,No
EV04819,60,Female,82934.0,Urban,27.1,2,Truck,4,16,No,5.0,Yes,Low,No
EV04820,32,Female,79204.0,Urban,47.1,2,Hatchback,3,8,No,3.0,Yes,Medium,No
EV04821,26,Male,67411.0,Urban,32.9,2,Truck,13,6,No,1.0,No,Medium,No
EV04822,57,Male,30000.0,Urban,10.0,3,Sedan,8,3,No,5.0,Yes,Low,No
EV04823,57,Female,63291.0,Urban,61.9,3,Sedan,2,18,Yes,1.0,Yes,Low,No
EV04824,54,Female,30000.0,Urban,14.2,1,Sedan,9,11,No,2.0,No,Low,No
EV04825,33,Male,110314.0,Suburban,76.0,2,Sedan,0,4,Yes,4.0,Yes,Low,No
EV04826,43,Male,103578.0,Rural,76.9,2,Truck,1,0,Yes,3.0,Yes,Low,No
EV04827,35,Female,74450.0,Urban,18.0,1,SUV,10,7,No,2.0,No,Low,No
EV04828,27,Female,117771.0,Rural,30.2,1,Sedan,2,2,Yes,1.0,Yes,Low,No
EV04829,44,Female,131085.0,Suburban,10.2,4,SUV,0,2,Yes,5.0,No,Low,No
EV04830,40,Male,125937.0,Suburban,70.5,3,Sedan,4,9,No,3.0,Yes,Medium,No
EV04831,51,Female,74686.0,Urban,65.5,1,Truck,12,17,No,1.0,No,Medium,No
EV04832,42,Male,69116.0,Urban,73.2,2,Hatchback,6,10,No,1.0,No,Low,No
EV04833,48,Female,147691.0,Urban,59.9,2,Truck,12,16,No,5.0,No,Medium,No
EV04834,63,Female,107497.0,Urban,35.1,1,Sedan,13,6,Yes,3.0,No,Low,No
EV04835,30,Female,63072.0,Suburban,82.6,3,Sedan,7,6,Yes,4.0,Yes,Low,No
EV04836,67,Male,61160.0,Rural,41.0,1,SUV,0,1,Yes,3.0,No,Low,No
EV04837,55,Female,42727.0,Suburban,61.5,1,Sedan,1,6,Yes,4.0,Yes,Low,No
EV04838,55,Male,36612.0,Suburban,46.5,2,Sedan,4,4,Yes,1.0,Yes,Low,No
EV04839,48,Female,53673.0,Suburban,33.7,1,SUV,3,2,Yes,4.0,No,Low,No
EV04840,45,Female,87447.0,Urban,33.8,1,SUV,4,18,No,5.0,Yes,Low,No
EV04841,66,Male,95408.0,Suburban,29.2,3,Truck,2,9,Yes,3.0,Yes,Low,No
EV04842,52,Female,87835.0,Suburban,40.5,2,Sedan,1,9,Yes,1.0,Yes,Low,No
EV04843,69,Male,30000.0,Suburban,50.0,1,Sedan,3,2,Yes,1.0,Yes,Low,No
EV04844,49,Male,30000.0,Suburban,70.1,3,Sedan,4,2,No,3.0,No,Medium,No
EV04845,61,Female,77770.0,Rural,66.3,1,SUV,0,2,Yes,3.0,Yes,Low,No
EV04846,67,Male,75626.0,Rural,49.3,2,SUV,2,0,Yes,2.0,Yes,Low,No
EV04847,41,Female,62659.0,Urban,11.1,1,Hatchback,2,10,Yes,1.0,No,Low,No
EV04848,69,Female,88251.0,Urban,36.4,1,Sedan,11,19,Yes,5.0,Yes,Low,Yes
EV04849,41,Female,75864.0,Urban,27.8,2,SUV,3,5,No,4.0,Yes,High,No
EV04850,60,Male,98736.0,Urban,8.8,3,Hatchback,5,18,Yes,5.0,No,Low,No
EV04851,43,Male,57010.0,Urban,51.5,2,Hatchback,14,17,No,1.0,No,Low,No
EV04852,30,Male,141884.0,Urban,86.2,4,Sedan,14,18,Yes,5.0,No,Low,No
EV04853,32,Female,78890.0,Urban,27.4,1,Hatchback,5,13,No,1.0,No,Medium,No
EV04854,47,Male,83016.0,Urban,45.1,1,SUV,4,9,No,1.0,No,High,No
EV04855,51,Male,30000.0,Urban,29.0,1,Truck,13,18,Yes,3.0,No,Low,No
EV04856,59,Female,60796.0,Rural,69.8,2,Truck,0,2,Yes,4.0,Yes,Low,Yes
EV04857,59,Male,53422.0,Suburban,51.7,1,Truck,2,7,Yes,2.0,No,Low,No
EV04858,38,Female,61677.0,Urban,38.7,3,SUV,11,4,No,2.0,Yes,Low,No
EV04859,41,Male,96877.0,Suburban,38.8,4,Sedan,4,9,Yes,3.0,Yes,Low,No
EV04860,28,Male,104899.0,Urban,15.7,1,Truck,7,11,No,2.0,Yes,Low,No
EV04861,41,Female,107944.0,Suburban,13.4,1,Truck,4,3,No,1.0,Yes,Low,No
EV04862,33,Male,44738.0,Suburban,13.4,2,Sedan,6,1,No,4.0,No,Medium,No
EV04863,63,Female,66100.0,Suburban,5.0,4,Truck,1,9,Yes,3.0,No,Low,No
EV04864,48,Male,123460.0,Urban,,2,Hatchback,3,7,Yes,5.0,Yes,Low,Yes
EV04865,45,Female,64404.0,Suburban,28.4,4,Hatchback,0,5,Yes,3.0,Yes,Low,No
EV04866,43,Male,102753.0,Urban,42.9,2,SUV,11,10,Yes,2.0,Yes,Low,Yes
EV04867,54,Female,102189.0,Urban,12.8,3,Sedan,9,10,Yes,4.0,Yes,Low,Yes
EV04868,45,Male,30000.0,Suburban,29.2,3,Sedan,6,4,Yes,2.0,Yes,Low,No
EV04869,62,Male,123797.0,Urban,15.0,2,Sedan,12,19,Yes,4.0,Yes,Low,No
EV04870,58,Male,69060.0,Urban,53.4,2,Sedan,8,18,No,2.0,Yes,Low,No
EV04871,61,Female,79777.0,Urban,66.6,2,SUV,5,6,No,5.0,Yes,Medium,No
EV04872,66,Female,41676.0,Urban,65.4,2,SUV,11,11,Yes,1.0,Yes,Low,No
EV04873,43,Female,84426.0,Urban,35.6,1,Sedan,12,7,No,1.0,Yes,Low,No
EV04874,67,Female,74769.0,Urban,5.0,1,Truck,9,9,Yes,2.0,Yes,Low,No
EV04875,44,Female,30222.0,Suburban,5.0,3,Sedan,4,3,Yes,1.0,Yes,Low,No
EV04876,44,Male,92244.0,Urban,,2,Sedan,2,7,No,1.0,No,Low,No
EV04877,45,Male,33977.0,Suburban,68.4,3,SUV,6,1,Yes,1.0,Yes,Low,No
EV04878,31,Female,112232.0,Urban,24.7,2,Truck,14,9,Yes,1.0,Yes,Low,No
EV04879,34,Female,102923.0,Urban,25.3,2,SUV,13,7,No,4.0,Yes,Low,No
EV04880,39,Male,87431.0,Suburban,22.8,2,Sedan,4,7,Yes,5.0,No,Low,No
EV04881,50,Male,95640.0,Urban,76.2,1,Sedan,12,9,Yes,4.0,No,Low,No
EV04882,53,Male,65589.0,Urban,11.4,3,Sedan,13,5,Yes,3.0,Yes,Low,No
EV04883,63,Female,110367.0,Rural,5.0,2,Sedan,2,3,Yes,4.0,Yes,Low,Yes
EV04884,29,Male,65730.0,Suburban,95.8,3,Sedan,6,6,Yes,4.0,Yes,Low,Yes
EV04885,54,Female,69061.0,Urban,55.9,1,Sedan,6,17,Yes,3.0,No,Low,No
EV04886,56,Male,,Suburban,48.5,1,SUV,5,3,Yes,4.0,No,Low,No
EV04887,44,Male,43898.0,Urban,67.9,1,Hatchback,7,17,Yes,4.0,Yes,Low,No
EV04888,65,Male,46799.0,Suburban,33.5,2,Sedan,4,9,Yes,1.0,Yes,Low,No
EV04889,57,Female,100703.0,Suburban,5.0,1,Sedan,0,8,Yes,4.0,Yes,Low,Yes
EV04890,34,Male,59076.0,Suburban,55.4,2,Hatchback,1,3,No,5.0,Yes,High,No
EV04891,64,Male,76657.0,Urban,41.3,3,SUV,5,10,No,4.0,Yes,Medium,No
EV04892,28,Male,64290.0,Suburban,70.9,2,Truck,5,7,Yes,3.0,No,Low,No
EV04893,26,Female,53414.0,Rural,17.2,1,Sedan,0,3,Yes,4.0,Yes,Low,No
EV04894,36,Male,81785.0,Urban,23.9,1,Sedan,7,3,No,2.0,Yes,Low,No
EV04895,50,Female,74407.0,Rural,9.8,3,Sedan,2,0,Yes,2.0,Yes,Low,No
EV04896,69,Male,65444.0,Urban,26.2,1,SUV,4,6,No,3.0,No,Low,No
EV04897,55,Male,88182.0,Suburban,49.1,2,Truck,4,3,Yes,4.0,Yes,Low,Yes
EV04898,49,Female,,Suburban,68.5,2,SUV,1,2,Yes,2.0,Yes,Low,No
EV04899,65,Female,90544.0,Suburban,14.3,1,Hatchback,0,5,Yes,4.0,No,Low,No
EV04900,59,Male,72424.0,Rural,12.7,2,Sedan,1,0,Yes,5.0,Yes,Low,No
EV04901,51,Male,70230.0,Suburban,37.4,2,Sedan,4,7,No,5.0,Yes,Medium,No
EV04902,56,Male,97563.0,Urban,5.0,2,Hatchback,6,9,No,4.0,No,Low,No
EV04903,64,Male,91756.0,Urban,17.7,1,SUV,3,18,No,4.0,No,Low,No
EV04904,40,Female,97769.0,Urban,60.7,1,SUV,7,12,No,5.0,Yes,Low,Yes
EV04905,52,Male,131018.0,Urban,25.3,3,SUV,4,12,Yes,5.0,No,Low,Yes
EV04906,32,Male,94118.0,Urban,53.4,2,SUV,5,15,No,1.0,Yes,Medium,No
EV04907,53,Male,86048.0,Suburban,54.2,1,Hatchback,2,6,Yes,5.0,Yes,Low,Yes
EV04908,26,Male,47752.0,Urban,65.6,3,Hatchback,3,13,No,4.0,Yes,Medium,No
EV04909,59,Female,194613.0,Rural,75.8,2,SUV,0,3,Yes,2.0,No,Low,No
EV04910,37,Female,,Suburban,46.5,2,Sedan,1,9,Yes,1.0,Yes,Low,No
EV04911,26,Male,122318.0,Urban,65.3,2,SUV,11,8,No,4.0,Yes,Medium,No
EV04912,57,Male,80632.0,Suburban,39.7,2,Sedan,7,3,Yes,5.0,Yes,Low,No
EV04913,26,Male,112134.0,Rural,46.4,1,Truck,2,1,Yes,2.0,No,Low,No
EV04914,33,Female,85804.0,Suburban,90.7,1,SUV,4,4,No,2.0,No,Medium,No
EV04915,55,Female,55530.0,Urban,34.3,3,Sedan,13,7,No,5.0,No,Low,No
EV04916,43,Male,104851.0,Rural,5.0,2,SUV,0,0,No,2.0,Yes,Low,No
EV04917,32,Female,71387.0,Suburban,37.2,1,Sedan,3,3,Yes,3.0,No,Low,No
EV04918,39,Male,73254.0,Urban,32.0,3,SUV,5,11,Yes,2.0,Yes,Low,No
EV04919,65,Male,105952.0,Urban,61.8,1,SUV,13,12,Yes,4.0,No,Low,No
EV04920,69,Male,111311.0,Urban,72.5,1,Sedan,2,4,Yes,2.0,No,Low,No
EV04921,68,Male,151713.0,Suburban,73.2,2,Sedan,0,3,Yes,1.0,Yes,Low,No
EV04922,53,Male,56826.0,Urban,27.6,1,SUV,3,17,No,5.0,Yes,Medium,No
EV04923,46,Female,41209.0,Suburban,5.0,2,SUV,5,1,Yes,1.0,Yes,Low,No
EV04924,43,Male,108125.0,Urban,26.3,2,Truck,13,18,Yes,1.0,Yes,Low,No
EV04925,41,Male,84683.0,Rural,77.6,2,SUV,0,1,Yes,2.0,Yes,Low,No
EV04926,27,Male,56589.0,Urban,33.6,2,Truck,7,7,No,3.0,Yes,Medium,No
EV04927,36,Other,114624.0,Urban,55.8,1,Hatchback,4,13,Yes,5.0,No,Low,Yes
EV04928,32,Other,94720.0,Urban,59.0,2,Sedan,7,3,No,4.0,Yes,Low,Yes
EV04929,42,Male,117719.0,Urban,30.6,2,Sedan,13,17,No,1.0,Yes,Low,No
EV04930,63,Male,121067.0,Urban,36.1,1,Truck,12,3,Yes,2.0,No,Low,No
EV04931,40,Male,30000.0,Suburban,11.7,1,SUV,2,9,Yes,2.0,Yes,Low,No
EV04932,36,Female,105103.0,Suburban,30.8,1,Sedan,0,7,Yes,5.0,No,Low,No
EV04933,69,Male,92431.0,Suburban,68.4,1,SUV,2,4,No,4.0,Yes,Medium,No
EV04934,55,Male,77366.0,Rural,7.3,3,Sedan,0,2,Yes,5.0,Yes,Low,Yes
EV04935,29,Female,32410.0,Urban,81.1,2,SUV,10,18,Yes,2.0,No,Low,No
EV04936,61,Male,111380.0,Rural,41.4,2,Truck,0,0,Yes,4.0,Yes,Low,No
EV04937,65,Male,56441.0,Urban,6.9,2,SUV,9,6,Yes,5.0,Yes,Low,No
EV04938,32,Male,,Rural,15.4,2,Sedan,0,0,Yes,5.0,Yes,Low,Yes
EV04939,47,Female,102390.0,Suburban,57.2,3,Sedan,2,8,Yes,4.0,Yes,Low,No
EV04940,37,Male,138717.0,Urban,62.6,1,Sedan,12,5,No,4.0,No,Low,No
EV04941,32,Male,132902.0,Suburban,31.7,2,Sedan,3,3,Yes,3.0,Yes,Low,No
EV04942,34,Female,77462.0,Urban,47.0,1,Hatchback,12,12,No,3.0,No,Low,No
EV04943,29,Female,117723.0,Urban,28.0,1,SUV,13,7,No,2.0,No,Low,No
EV04944,45,Female,64530.0,Urban,6.5,1,Sedan,3,14,Yes,3.0,Yes,Low,Yes
EV04945,65,Female,35506.0,Suburban,45.9,3,Sedan,7,9,Yes,5.0,Yes,Low,No
EV04946,51,Male,53845.0,Urban,69.5,1,Sedan,2,6,No,2.0,No,Medium,No
EV04947,60,Male,52876.0,Urban,5.0,1,Sedan,9,14,Yes,5.0,Yes,Low,Yes
EV04948,41,Male,46399.0,Rural,32.9,3,Hatchback,1,2,Yes,4.0,No,Low,No
EV04949,45,Male,103642.0,Suburban,21.1,2,Sedan,3,8,Yes,5.0,Yes,Low,No
EV04950,25,Male,106569.0,Urban,59.0,3,Sedan,4,15,Yes,5.0,No,Low,No
EV04951,48,Female,30000.0,Urban,48.0,2,SUV,5,13,No,5.0,No,Low,No
EV04952,38,Male,52590.0,Rural,28.9,1,SUV,1,1,Yes,3.0,Yes,Low,No
EV04953,31,Other,83396.0,Urban,5.0,3,SUV,11,15,No,2.0,Yes,Low,No
EV04954,30,Female,76796.0,Urban,52.4,4,Truck,6,11,No,4.0,Yes,Low,Yes
EV04955,43,Female,85724.0,Suburban,68.6,1,Sedan,7,1,Yes,2.0,Yes,Low,No
EV04956,35,Other,86938.0,Urban,13.0,2,SUV,11,13,No,4.0,No,Low,Yes
EV04957,52,Male,125048.0,Urban,18.7,1,SUV,6,3,Yes,4.0,No,Low,No
EV04958,34,Male,98425.0,Urban,5.0,1,SUV,14,9,No,4.0,No,Low,No
EV04959,47,Male,132267.0,Suburban,47.9,3,SUV,5,6,Yes,1.0,Yes,Low,No
EV04960,62,Male,75436.0,Rural,53.3,3,Truck,2,2,Yes,5.0,No,Low,No
EV04961,60,Female,144932.0,Rural,23.3,2,Sedan,0,2,Yes,3.0,No,Low,No
EV04962,54,Female,117550.0,Suburban,14.6,2,SUV,5,6,Yes,3.0,No,Low,No
EV04963,38,Male,50103.0,Suburban,23.9,2,Truck,0,9,Yes,3.0,Yes,Low,No
EV04964,65,Male,42298.0,Urban,10.7,2,Sedan,2,16,Yes,5.0,No,Low,Yes
EV04965,69,Male,83489.0,Suburban,44.5,1,Sedan,1,6,Yes,3.0,No,Low,No
EV04966,33,Male,102503.0,Suburban,29.0,2,Sedan,1,9,Yes,3.0,Yes,Low,No
EV04967,68,Male,38726.0,Urban,11.6,1,SUV,7,13,Yes,3.0,Yes,Low,No
EV04968,50,Female,95579.0,Urban,32.9,2,Hatchback,14,19,No,1.0,No,Low,No
EV04969,42,Female,50529.0,Urban,5.0,1,SUV,6,8,No,4.0,No,Low,No
EV04970,55,Female,98444.0,Suburban,33.0,1,SUV,0,9,No,1.0,No,Medium,No
EV04971,56,Male,92047.0,Urban,26.3,2,Hatchback,2,15,Yes,1.0,Yes,Low,No
EV04972,56,Female,74481.0,Suburban,54.0,1,Hatchback,5,1,Yes,1.0,Yes,Low,No
EV04973,35,Female,36947.0,Suburban,89.3,2,Sedan,2,9,Yes,4.0,Yes,Low,No
EV04974,53,Female,113390.0,Urban,34.0,2,Sedan,4,3,Yes,1.0,No,Low,No
EV04975,60,Male,33888.0,Urban,21.1,1,SUV,9,6,Yes,5.0,Yes,Low,No
EV04976,59,Female,60438.0,Suburban,7.0,2,SUV,7,3,Yes,3.0,No,Low,No
EV04977,40,Other,106031.0,Urban,63.5,2,Truck,11,3,No,3.0,Yes,Medium,No
EV04978,28,Male,113372.0,Rural,52.2,2,SUV,2,2,Yes,3.0,No,Low,No
EV04979,25,Male,118610.0,Rural,35.4,2,Sedan,0,0,Yes,2.0,Yes,Low,No
EV04980,50,Male,59262.0,Rural,87.6,2,Hatchback,1,1,Yes,4.0,No,Low,No
EV04981,37,Male,55952.0,Suburban,12.0,2,Truck,7,3,Yes,2.0,Yes,Low,No
EV04982,65,Male,73261.0,Urban,42.1,1,Sedan,6,10,No,5.0,No,Low,No
EV04983,47,Male,119457.0,Suburban,19.7,1,Hatchback,5,6,No,2.0,Yes,Low,No
EV04984,36,Female,69082.0,Urban,71.7,2,SUV,6,10,No,2.0,Yes,Low,No
EV04985,31,Male,111035.0,Suburban,54.3,3,Sedan,1,7,Yes,5.0,No,Low,No
EV04986,61,Female,30000.0,Suburban,45.3,3,SUV,1,5,No,3.0,Yes,Medium,No
EV04987,26,Female,138706.0,Suburban,67.7,2,SUV,0,8,Yes,4.0,Yes,Low,Yes
EV04988,49,Female,97640.0,Suburban,26.2,2,Sedan,7,8,Yes,5.0,Yes,Low,No
EV04989,65,Male,45078.0,Rural,67.8,1,SUV,0,2,Yes,2.0,Yes,Low,No
EV04990,44,Female,68480.0,Suburban,67.4,3,SUV,2,3,Yes,2.0,Yes,Low,No
EV04991,32,Male,62056.0,Urban,106.2,3,SUV,4,5,No,2.0,Yes,Medium,No
EV04992,61,Female,75989.0,Suburban,33.1,1,Sedan,2,4,Yes,5.0,Yes,Low,Yes
EV04993,60,Female,71997.0,Urban,47.2,4,Sedan,14,13,Yes,4.0,Yes,Low,No
EV04994,59,Female,71198.0,Suburban,5.0,1,Sedan,5,4,Yes,2.0,Yes,Low,No
EV04995,62,Male,63576.0,Urban,5.0,3,SUV,6,5,Yes,1.0,Yes,Low,No
EV04996,34,Male,107854.0,Urban,65.7,1,Sedan,9,9,No,5.0,No,Low,No
EV04997,47,Female,51258.0,Urban,5.0,2,Truck,12,17,Yes,4.0,No,Low,No
EV04998,61,Male,134948.0,Urban,22.8,4,Sedan,4,12,Yes,5.0,Yes,Low,Yes
EV04999,66,Male,126168.0,Urban,57.5,2,Sedan,8,7,No,5.0,Yes,Low,Yes
EV05000,36,Female,101407.0,Rural,5.0,1,SUV,2,1,No,1.0,Yes,Medium,No
EV05001,65,Female,83573.0,Urban,5.0,4,Truck,8,18,Yes,3.0,No,Low,No
EV05002,30,Male,90724.0,Suburban,41.2,3,Sedan,5,1,Yes,2.0,No,Low,No
EV05003,34,Male,46684.0,Urban,66.0,2,Sedan,4,17,No,1.0,Yes,Medium,No
EV05004,49,Male,30521.0,Suburban,53.5,1,SUV,3,6,No,1.0,Yes,High,No
EV05005,65,Female,94384.0,Urban,59.3,2,SUV,3,13,No,4.0,Yes,Low,Yes
EV05006,55,Female,111861.0,Urban,57.0,1,Hatchback,5,6,Yes,3.0,Yes,Low,No
EV05007,35,Female,111873.0,Rural,74.0,2,SUV,0,0,Yes,5.0,Yes,Low,No
EV05008,47,Male,91758.0,Urban,70.9,1,Hatchback,13,16,No,3.0,No,Low,No
EV05009,48,Male,96767.0,Suburban,71.0,1,Hatchback,1,2,Yes,1.0,Yes,Low,No
EV05010,41,Male,78957.0,Rural,73.1,3,SUV,0,3,Yes,3.0,No,Low,No
EV05011,51,Male,109214.0,Suburban,19.6,2,SUV,0,9,No,2.0,Yes,Low,No
EV05012,37,Male,68336.0,Urban,41.7,2,Hatchback,10,12,Yes,5.0,Yes,Low,Yes
EV05013,27,Male,63771.0,Suburban,56.0,3,Truck,5,1,Yes,2.0,Yes,Low,No
EV05014,46,Male,101877.0,Urban,8.9,2,Sedan,7,6,Yes,3.0,Yes,Low,No
EV05015,65,Female,30000.0,Suburban,85.0,2,SUV,2,7,Yes,3.0,Yes,Low,No
EV05016,25,Male,63503.0,Suburban,44.7,1,Sedan,6,2,Yes,2.0,No,Low,No
EV05017,28,Male,53784.0,Suburban,9.9,1,Sedan,2,2,Yes,4.0,Yes,Low,Yes
EV05018,28,Male,84469.0,Urban,12.6,2,SUV,12,9,Yes,1.0,No,Low,No
EV05019,46,Female,44355.0,Rural,28.6,1,SUV,1,3,No,,Yes,Medium,No
EV05020,65,Male,121947.0,Rural,10.6,2,Sedan,1,3,Yes,2.0,Yes,Low,No
EV05021,30,Male,118346.0,Suburban,32.5,2,SUV,0,8,No,2.0,Yes,Low,No
EV05022,44,Other,68037.0,Urban,76.9,1,Truck,3,4,Yes,4.0,Yes,Low,Yes
EV05023,62,Male,57063.0,Rural,11.0,2,SUV,1,3,No,5.0,No,Medium,No
EV05024,47,Male,88714.0,Suburban,5.0,1,SUV,2,5,Yes,1.0,No,Low,No
EV05025,28,Female,106071.0,Urban,43.9,2,SUV,2,12,Yes,4.0,Yes,Low,No
EV05026,55,Other,119512.0,Suburban,22.4,2,SUV,1,2,Yes,4.0,No,Low,No
EV05027,43,Male,100872.0,Suburban,54.0,4,SUV,1,7,Yes,1.0,Yes,Low,No
EV05028,48,Male,56682.0,Urban,50.1,1,Hatchback,8,4,Yes,3.0,Yes,Low,No
EV05029,59,Female,64869.0,Suburban,49.1,1,Sedan,0,9,Yes,5.0,No,Low,No
EV05030,57,Male,30000.0,Urban,12.9,2,Sedan,10,17,Yes,4.0,Yes,Low,No
EV05031,47,Male,94686.0,Urban,70.8,1,Sedan,2,18,No,4.0,No,Medium,No
EV05032,36,Female,77425.0,Suburban,6.2,3,Sedan,0,6,Yes,1.0,Yes,Low,No
EV05033,49,Male,82469.0,Urban,9.6,1,Hatchback,4,8,No,2.0,No,Medium,No
EV05034,48,Male,129828.0,Rural,50.2,2,SUV,1,2,Yes,1.0,No,Low,No
EV05035,39,Male,95850.0,Urban,24.8,2,SUV,2,14,No,4.0,No,Low,No
EV05036,25,Male,94049.0,Suburban,,1,SUV,2,1,Yes,2.0,No,Low,No
EV05037,27,Male,66034.0,Rural,86.6,3,Sedan,1,0,Yes,4.0,Yes,Low,No
EV05038,52,Male,78911.0,Suburban,31.1,3,SUV,2,5,Yes,1.0,No,Low,No
EV05039,63,Male,98784.0,Suburban,17.9,3,Sedan,0,6,Yes,1.0,No,Low,No
EV05040,43,Male,70348.0,Urban,5.0,1,Truck,13,4,No,4.0,No,Low,No
EV05041,46,Female,74597.0,Suburban,25.4,3,Truck,5,8,Yes,4.0,Yes,Low,Yes
EV05042,34,Male,123098.0,Urban,36.2,2,Truck,12,10,No,1.0,Yes,Low,No
EV05043,42,Male,117790.0,Suburban,54.4,3,Sedan,1,1,Yes,5.0,Yes,Low,Yes
EV05044,58,Male,,Urban,39.1,4,SUV,9,17,No,2.0,No,Low,No
EV05045,43,Female,101911.0,Urban,13.5,1,Hatchback,3,12,No,3.0,No,Low,No
EV05046,60,Female,112761.0,Urban,22.3,3,Sedan,8,14,Yes,4.0,Yes,Low,Yes
EV05047,63,Female,77607.0,Urban,74.2,2,Sedan,13,4,No,1.0,Yes,Medium,No
EV05048,37,Female,116041.0,Rural,26.8,2,SUV,1,1,Yes,4.0,No,Low,No
EV05049,40,Male,94443.0,Suburban,55.7,2,Sedan,7,9,Yes,4.0,No,Low,No
EV05050,35,Female,69477.0,Urban,34.3,1,SUV,13,19,No,2.0,No,Medium,No
EV05051,34,Male,30000.0,Suburban,54.6,3,Sedan,5,2,Yes,3.0,No,Low,No
EV05052,46,Female,57669.0,Suburban,43.1,1,SUV,5,7,Yes,,Yes,Low,No
EV05053,54,Male,122922.0,Urban,33.3,1,Sedan,7,7,No,4.0,No,Medium,No
EV05054,62,Female,123832.0,Suburban,31.1,2,Sedan,5,3,No,4.0,No,High,No
EV05055,48,Other,52736.0,Suburban,5.0,2,Hatchback,0,8,Yes,3.0,Yes,Low,No
EV05056,56,Male,31595.0,Suburban,38.0,4,SUV,6,8,Yes,4.0,Yes,Low,No
EV05057,55,Female,91619.0,Urban,33.2,4,Truck,6,7,No,3.0,Yes,Low,No
EV05058,29,Female,88465.0,Urban,41.8,1,Sedan,12,9,No,2.0,Yes,Medium,No
EV05059,33,Female,92325.0,Suburban,70.8,1,Sedan,3,3,Yes,2.0,Yes,Medium,No
EV05060,44,Female,77902.0,Urban,38.0,1,Sedan,3,17,Yes,2.0,Yes,Low,No
EV05061,46,Female,39384.0,Urban,62.7,2,SUV,9,15,Yes,3.0,Yes,Low,Yes
EV05062,52,Male,96984.0,Rural,35.3,2,Sedan,2,0,Yes,2.0,Yes,Low,No
EV05063,30,Female,30000.0,Urban,36.9,2,Sedan,13,4,No,4.0,Yes,Medium,No
EV05064,39,Female,76280.0,Urban,34.3,1,Hatchback,3,8,Yes,3.0,Yes,Low,No
EV05065,44,Female,64223.0,Urban,78.8,1,Truck,3,4,Yes,5.0,Yes,Low,Yes
EV05066,31,Male,81573.0,Suburban,57.3,1,Sedan,3,6,No,2.0,No,Medium,No
EV05067,54,Male,42038.0,Urban,53.1,2,SUV,6,7,No,5.0,Yes,Medium,No
EV05068,32,Female,50108.0,Urban,37.1,2,Sedan,9,4,No,5.0,No,Medium,No
EV05069,67,Male,77673.0,Suburban,16.0,1,Hatchback,0,9,No,3.0,No,Medium,No
EV05070,55,Male,81093.0,Urban,51.1,3,Hatchback,3,10,No,4.0,Yes,Medium,No
EV05071,33,Male,126753.0,Urban,88.6,1,SUV,14,13,Yes,1.0,Yes,Low,No
EV05072,59,Male,100704.0,Urban,75.3,2,Sedan,14,7,No,1.0,Yes,Low,No
EV05073,57,Other,,Suburban,,1,SUV,0,2,Yes,5.0,Yes,Low,No
